sp	stat	naturalized	invasive	LA	SM	H	mpds	min	mpds_weighted	bio_1_native	bio_10_native	bio_11_native	bio_12_native	bio_13_native	bio_14_native	bio_15_native	bio_16_native	bio_17_native	bio_18_native	bio_19_native	bio_2_native	bio_3_native	bio_4_native	bio_5_native	bio_6_native	bio_7_native	bio_8_native	bio_9_native	year_p	Area_p	euclid_p	F_pres	nmi_p	bio_1_p	bio_10_p	bio_11_p	bio_12_p	bio_13_p	bio_14_p	bio_15_p	bio_16_p	bio_17_p	bio_18_p	bio_19_p	bio_2_p	bio_3_p	bio_4_p	bio_5_p	bio_6_p	bio_7_p	bio_8_p	bio_9_p
Ipomoea wrightii	exo	0	0	1148.037937	48.06155082	1	226.9603009	9.303935	28.15879	20.31887498	27.08753063	13.00407044	1252.478261	168.2934783	54.2173913	39.87460785	446.3152174	186.9347826	310.7282609	269.9347826	12.05003505	47.37351998	573.6093912	33.61084146	6.08135193	27.5294894	20.58637131	21.52792182	189	407904.4526	4.667220271	41.6256	0.351555028	5.335569459	0.206913832	10.57037389	-570.1560359	-14.83792203	-47.35072459	45.38539276	-68.42632935	-157.9125606	-169.4393732	-187.1792276	-1.13447941	21.66648068	-418.9005022	0.156936364	11.85864803	-11.70171167	5.582517606	3.217633616
Jacquemontia pentanthos	exo	0	0	3485.131906	4.9841875	0.741611242	229.9040581	20.005468	8.048972796	24.5167313	26.65255334	21.97048569	1368.142857	240.2285714	27.6031746	71.65063877	635.9238095	100.9206349	405.9777778	204.4761905	11.70093324	68.16729923	193.6277932	33.12289721	15.45887195	17.66402531	25.89865027	23.14711977	292	559581.0365	24.34272495	40.87755031	0.434962513	0.643028475	0.089788961	1.17906397	-647.9987113	-79.36971258	-19.87644786	14.10791976	-235.4223084	-69.81552984	-274.1249245	-90.33805202	-1.287419736	1.540207965	-44.61277809	-0.170344668	2.514101071	-2.684445748	-0.130482141	1.609336679
Jacquemontia tamnifolia	exo	0	0	2971.987184	4.239	0.648052303	229.5614919	20.005467	8.626171001	19.8277937	26.46511648	12.72504687	1436.737401	185.5888594	64.47480106	33.48891605	502.6352785	225.1870027	372.4801061	348.3129973	12.2162056	48.30017812	559.0673507	32.95835397	5.883147238	27.07520673	19.53343557	20.64243002	239	631987.6342	7.189134184	40.00430806	0.612623298	7.052206092	1.692661178	12.83050861	-479.4485089	37.30002659	-59.09702329	61.50886125	60.94250774	-201.7870027	-245.1245529	-115.0463323	-1.776205608	25.53982203	-451.6162394	1.206090505	14.0435194	-12.83742902	7.097675576	6.137570153
Kalanchoe pinnata	nat	1	0	8631.205642	0.060076	0.557333516	250.869746	187.1540707	9.715007963	22.74974889	24.48551515	20.37802392	1478.961538	332.6923077	23.15384615	93.15274341	839.8076923	88.15384615	676.5384615	116.6538462	10.89376958	69.44461602	173.7212102	30.11496867	14.38860145	15.72636718	24.33308044	20.91641613	184	497957.4374	7.142857645	10.24525981	0.243952045	3.531203291	3.197818243	4.269595193	-543.771063	-125.7161169	-14.01098894	-4.352743903	-310.8076901	-52.60622681	-552.0860814	130.6318664	-0.629483909	2.22443174	-47.93311526	3.56836473	4.85901743	-1.290652799	1.569300777	5.190726862
Lantana camara	inv	1	1	1042.65	8.01	2.785	226.2652981	8.787991	7.523069499	21.72376157	24.72076512	18.40096366	1407.13112	228.1979253	39.3340249	62.1934708	604.1452282	140.8908714	394.1497925	257.3983402	11.41109854	63.47074331	259.4860437	30.9951212	11.97256128	19.02255991	23.3883594	20.0822158	292	261518.2623	13.45652017	127.4317274	0.701730757	3.456123504	1.99834411	4.816708789	-645.8207776	-61.50108637	-30.51936974	22.11773624	-186.2731015	-106.2385725	-244.4788157	-125.6037996	-1.024316914	6.270779842	-113.9232566	1.906890345	5.98376059	-4.076870239	2.202157763	4.569220947
Leonotis nepetifolia	inv	1	1	2467.842791	1.337	0.853285104	226.9832087	57.151536	7.605968292	19.32966378	21.06944622	17.0723051	928.8644068	175.4745763	20.6440678	73.66433787	429.0677966	80.3559322	263.3728814	147.9491525	12.94058197	71.70525108	165.3722035	28.55206784	10.0031186	18.54894931	20.30546896	17.58715259	245	276035.9936	6.421821759	63.74757188	0.388265357	6.168558497	6.05010944	6.43747276	-196.1444039	-15.11457647	-12.72851222	11.11788406	-27.76113035	-48.24037664	-127.1417697	-23.03359708	-2.116137496	-1.883028993	-16.17087029	4.995043267	8.031103579	-3.036060449	5.485642207	7.436847396
Lepidium ruderale	nat	1	0	63.91	0.198	0.153	242.9173739	14.022192	11.41871327	9.387577793	17.26178682	1.787112264	750.6794872	86.5534188	43.14957265	22.20886085	238.6723647	144.230057	210.2884615	174.1730769	8.322784433	33.43625605	633.0209407	23.3118641	-1.806317758	25.11818189	12.41825772	5.819457624	215	85807.04666	5.958230507	74.20789354	-0.250750048	14.21242232	7.828689351	19.61764946	-53.15567475	46.97039254	-30.76862033	47.26256762	97.99430272	-96.99196156	-40.43131868	-53.17307692	1.843882279	36.14945802	-476.8304652	7.811945166	18.32536536	-10.51341995	11.99126584	17.15673267
Leucaena leucocephala	inv	1	1	49.07	43.478	3.204	230.4467521	51.406765	7.623887045	22.99584967	26.59096737	18.96216319	1031.718593	193.3551089	23.38525963	76.36709517	502.6231156	85.37855946	338.1005025	127.1892797	12.63375409	60.18619317	313.8684638	33.45603428	11.79546875	21.66056552	24.9680115	21.48857207	229	228908.0893	14.58025711	25.34036414	0.587603993	2.745646979	0.602910102	5.035795984	-179.5485235	-0.994564712	-15.82743646	13.6655581	-19.31019425	-54.99760698	-196.4746522	19.25289726	-2.215386727	10.72537101	-181.7262865	-0.081204191	6.807932702	-6.889137	1.044233401	3.957686397
Leucas martinicensis	nat	1	0	2328.973477	0.42	0.494522019	225.6153921	57.1512476	12.13270623	20.26630091	23.29055073	16.55145753	860.4673913	169.3369565	9.739130435	80.88288954	433.1413043	38	301.7717391	95.60869565	12.76040221	61.7900508	279.2255317	29.66421111	8.537080702	21.12713039	22.26478575	17.03142863	293	114271.5679	9.110161948	17.77420646	0.365490611	5.039759798	3.686721824	6.61975458	-205.2401214	-25.86725978	-2.936100106	6.064080272	-69.00493932	-8.409091039	-186.1808287	13.08827303	-2.330099068	6.796312562	-122.0043205	3.575182734	9.531101073	-5.955918111	3.121578151	7.964025901
Macroptilium atropurpureum	nat	1	0	3330.085531	13.282	1.21	232.9900647	12.347622	8.202838188	22.53291502	25.22585783	19.47416472	1079.752669	212.4217082	16.29181495	87.69701217	554.9145907	60.22241993	330.6405694	117.3558719	12.93588404	65.67114837	236.1741384	32.43807732	12.22611042	20.21196689	24.30817852	21.35550324	97	434260.4431	8.578212843	12.82222887	0.609257005	3.30426438	2.090808842	4.506604506	-245.6372879	-35.7165793	-6.753353399	-5.213678584	-102.8248479	-21.79934282	-174.7303125	45.91335764	-2.762807151	4.878851749	-97.36644681	0.878589434	6.590556368	-5.711966895	1.668744542	4.199624858
Malpighia emarginata	exo	0	0	2429.490385	13.775	7	235.7011675	18.950048	17.77981642	24.70076185	26.75962335	22.3428506	1325.41958	232.5314685	25.68531469	73.25715716	612.9090909	96.18881119	367.6153846	262.6433566	11.13120402	69.09226643	183.1203698	32.77959258	16.12836088	16.65123172	26.02869225	23.59669951	111	527275.1636	9.219368191	4.291191875	0.701875865	1.596207652	1.064618984	2.281391837	-492.4801772	-28.74359136	-20.35198134	25.70647907	-101.696966	-75.67365982	-242.2214446	-150.5221436	-0.646355569	1.73500824	-53.13551967	1.405255858	3.180729819	-1.775474242	0.450095784	2.239664198
Mangifera indica	inv	1	1	7854	14368.217	18.113	243.5509941	33.344339	8.516001886	25.88087665	30.02137443	21.42529551	1492.798851	418.2787356	4.896551724	113.3050667	998.9683908	28.97413793	292.1982759	258.0833333	10.7824812	49.79574571	345.637471	36.90803722	14.23532523	22.67271202	26.73031976	23.73404377	293	170378.5103	7.161468606	26.08104886	0.493302429	-0.452173072	-3.151930005	2.279334339	-634.4747734	-233.0935492	6.038633496	-27.65599269	-528.6906147	12.75734342	-148.0408677	-103.5185195	-0.65933309	21.2181435	-214.3383963	-4.026555735	4.335971062	-8.362526725	-1.050690013	1.511326461
Manilkara zapota	exo	0	0	2211.859994	126.74	21.524	243.6043876	6.417373	9.240270137	25.09102202	27.07126678	22.61898716	1588.592593	285.537037	28.36111111	74.58064541	746.2623457	103.058642	418.537037	210.1358025	11.58931999	67.00291554	183.7762341	33.73282737	16.30036785	17.43245952	26.16839837	24.22147765	231	59144.60979	10.32732001	4.391996391	0.287484189	-0.691021587	-1.304599823	0.071489394	-667.306887	-115.3465594	-12.12301556	-7.752074089	-305.0242497	-41.63007177	-238.2037033	-9.897705415	-2.260748598	3.420894606	-54.87623531	-2.475684627	1.61867978	-4.09436426	-1.573160364	0.030903542
Megathyrsus maximus	inv	1	1	1514.534557	1.008141649	1.310205996	254.5181786	28.3884	8.83496085	22.12897574	24.79024863	18.8249197	965.5827633	182.5731874	13.47058824	78.35072757	473.9384405	54.17647059	322.6183311	155.1586867	12.1082367	63.891934	247.6915114	31.1149228	11.64939579	19.465527	23.90531529	19.47593197	259	243202.9491	7.669992338	23.06383785	0.471244462	3.181908615	1.992064268	4.609093902	-127.0725624	-8.811282912	-1.701880678	0.101653249	-29.32619497	-7.761504754	-165.3394199	-21.54644144	-2.140889715	6.448882343	-108.4200822	1.551743894	6.781896665	-5.230152819	1.7293784	5.404339944
Melia azedarach	nat	1	0	981.75	1067.226	12.198	243.6443836	93.484964	8.525970763	21.8196554	27.31028552	15.95028482	1635.433594	323.8320313	36.0546875	78.80203325	809.0546875	132.1953125	476.2421875	230.5234375	9.569752457	45.88256782	463.0101277	33.29035593	9.889811409	23.40054455	24.90923781	17.84497978	236	117619.0321	6.439395382	17.10866893	0.70383185	2.912443643	-1.006581713	6.791690609	-844.3348253	-171.3382027	-23.19048987	-4.013144102	-414.1164155	-83.52864562	-291.8100898	-101.5728201	0.982099363	23.2569382	-315.1928439	-0.734800443	7.381793446	-8.116593851	0.179650928	6.163662132
Melinis minutiflora	nat	1	0	848.58	0.096	0.758	254.8202375	28.388399	9.463278973	20.43630252	22.11225204	18.37478446	1414.553333	256.12	14.73333333	75.62280867	678.5866667	64.04	404.0266667	285.52	10.99273559	68.76655983	155.5048585	28.33134669	12.05634555	16.27500111	21.1268919	19.0719917	235	15940.31206	10.21659184	8.769840518	0.3275271	2.722520946	2.558336623	2.693843069	-583.1023517	-109.1003911	0.952941139	-8.120847918	-295.2337246	-5.079215817	-184.712941	-148.59843	-0.39077479	0.176577844	-5.402898791	2.633358946	3.567183879	-0.933824575	2.590755092	3.12212601
Melinis repens	inv	1	1	369.69	0.303	0.55	254.5506095	28.388399	8.802120379	20.1870772	23.51929931	16.07490683	756.3077905	143.0063857	9.001277139	79.67434009	379.6756066	35.11877395	249.6002554	108.4572158	13.18651271	60.5380582	309.2163244	30.33898741	8.051180253	22.28780717	22.23084922	16.88672175	166	136082.6532	9.879447727	110.6928861	0.562190463	4.814749351	3.019513551	6.94449959	-0.951626375	23.38174256	-0.489861597	6.593696586	37.0801015	-1.863066304	-86.75094067	3.46972484	-2.669161042	9.267192854	-163.530936	2.454391625	9.62735852	-7.172967057	3.350885882	7.339762159
Mirabilis jalapa	nat	1	0	2048.684162	69.698	1.5	246.5205432	86.020247	9.23009005	19.95770771	22.78416439	16.60757078	976.45629	202.4200426	13.62686567	89.76447282	528.4754797	50.21535181	326.7334755	76.01918977	14.4478427	64.26314985	253.5120409	30.94333657	8.245739675	22.69759695	21.76281849	18.46044191	244	108534.9396	5.8284489	18.33372868	0.336044162	4.401941545	2.829870867	6.11699061	-16.03523092	-3.244604315	-1.047918253	-9.210086074	-22.40530698	-2.127632246	-167.0141775	172.9106364	-4.295211094	7.336849631	-132.480461	0.665435505	9.14197953	-8.476544281	2.716128596	5.84657537
Momordica charantia	inv	1	1	3019	62.303	1.225	244.0202449	53.597432	8.134379318	24.55882435	27.51023415	21.1347604	1443.714964	287.7577197	18.11163895	83.55354767	733.1686461	74.13064133	425.8123515	216.0142518	9.765358404	59.10928345	260.0881026	33.32330457	15.2728927	18.05041188	25.74391934	22.31546099	244	224709.5419	13.39472889	38.47722473	0.483900633	1.036950358	-0.392393704	2.577680947	-651.935623	-114.7905836	-8.717272739	2.132133312	-298.7672382	-37.42172107	-282.7677511	-81.26777267	0.659524223	11.24142066	-118.9751916	-0.009220076	3.179219932	-3.188440082	0.139414044	2.798388716
Morinda citrifolia	exo	0	0	9050	14.99	6.09	227.5803497	34.637399	13.88002684	25.98415473	27.77774418	23.85786853	2093.855505	404.0206422	47.64220183	76.02784578	1047.84633	169.2155963	569.7155963	386.9747706	8.444008821	65.15195441	159.6738549	32.57628832	18.84568827	13.73060006	26.58686589	24.68269737	138	392960.0492	14.62508126	8.729542418	0.430419841	0.453100116	0.081079489	1.114680683	-1225.698646	-194.0402506	-40.93631948	20.53293806	-530.8659396	-142.5685373	-460.499909	-231.2492822	1.899128416	6.600987174	-40.65228567	1.382535273	0.613135218	0.769400109	-0.188826578	1.511420348
Moringa oleifera	exo	0	0	1411.852597	239.255	14.6304	244.1744127	114.804664	8.804018749	26.41915742	30.79238239	21.59221484	1328.525862	372.9224138	4.224137931	115.8245711	892.6206897	26.56896552	256.862069	198.8103448	10.8898617	49.19260111	369.7533041	37.59921233	14.39662759	23.20258476	27.51192223	24.23725013	224	197249.45	6.987818872	19.82585276	0.540279526	-0.429157525	-3.326826943	2.675562922	-524.3703089	-183.0668571	2.598084262	-22.29568175	-424.9873614	1.197701134	-121.8509571	-101.1103447	-0.246528284	21.79517686	-238.9499715	-3.766990222	4.355594689	-8.122584677	-1.184144302	1.283860722
Nerium oleander	exo	0	0	1981.39	3.491	3.262	227.3480847	29.52849	13.85936464	15.91278983	23.21319834	9.047306541	765.3655589	125.496811	21.37562941	53.09192259	328.18429	81.77005707	134.0906344	215.1930178	9.794411042	38.58524301	581.5551926	29.9501639	4.177868908	25.77229497	13.74214209	19.66507842	422	234564.5179	5.682552026	49.39142776	0.603827305	10.42498813	4.475690588	15.73936033	57.10110369	70.30318848	-15.33118492	42.31696667	161.7045945	-56.70339015	-32.15729984	-74.99301805	0.570033373	34.72364575	-462.0707499	3.82539152	15.36879756	-11.54340615	12.60230231	6.672699413
Nicotiana glauca	inv	1	1	5515.04	0.032	3.862	230.9951606	59.8247585	7.818589851	17.60827741	22.76287203	11.97836921	713.6704545	115.7045455	17.53787879	66.51493074	311.8636364	60.40530303	285.7272727	64.125	13.22121767	52.5831267	440.9787347	30.0372152	4.577676772	25.45953837	21.91358584	12.35583052	198	295260.8809	8.516456372	154.8737177	0.551368306	7.480382324	3.997609082	10.87283355	-129.852585	13.87277413	-11.47602311	18.76101416	3.074507022	-35.0066775	-147.1224612	15.74441577	-2.519499446	16.03061919	-278.5405896	3.154880877	12.99723732	-9.842356212	4.023527521	11.87647186
Nicotiana tabacum	nat	1	0	9050	0.043	1.709	229.3529681	59.825239	11.04965536	19.28616668	20.13789897	18.26727276	1405.212121	195	52.90909091	52.8674567	542.030303	180.4242424	393.9090909	194.030303	11.78635353	79.74155542	78.1275629	26.42896973	11.55963629	14.86933344	19.60652522	18.49814148	292	4056.149504	9.063870521	5.987642551	0.24588951	4.4171666	5.098767714	3.35939388	-606.7121273	-34.7666687	-42.64242426	27.10587628	-133.930303	-142.3242427	-209.6757573	-57.99696916	-1.399686851	-11.30155565	71.36910382	5.087696873	4.760363974	0.327333182	4.880141079	4.538525203
Nopalea cochenillifera	nat	1	0	27884.43	5.449666116	1.142580506	243.2882305	11.822018	17.78491021	24.11748045	26.21870591	21.55023541	1280.588235	259.5882353	15.88235294	89.42104766	690.7058824	55.11764706	419.1764706	69.94117647	13.27849035	67.05545538	191.4500694	33.75882407	13.92611762	19.83270645	25.33756862	22.56733345	177	293342.806	7.320162439	3.96196355	0.371638267	1.429186653	1.021293483	1.936431077	-346.0548979	-88.32156964	4.717647345	-23.8743817	-243.4392167	18.48235332	-280.643137	298.9254877	-3.058490271	2.124544929	-32.29673386	-0.485489565	4.573882383	-5.059373093	-0.510901597	3.626000371
Ocimum americanum	nat	1	0	683.3857192	0.881	0.509286373	226.1059665	26.486808	8.503931413	22.17560024	25.36894157	18.25347483	900.9382022	196.2022472	12.62359551	87.42508929	481.494382	48.25842697	279.5168539	98.88202247	12.44599768	60.50209463	291.5651612	31.84923626	10.46267355	21.38656266	24.27896554	18.99707088	232	310950.1665	7.216996213	10.00991595	0.587689758	3.246066568	1.551058692	5.228191925	-145.5048633	-50.1689136	-0.890262144	-14.87175601	-106.8777126	-1.64175991	-114.7168553	18.06797677	-1.89599763	10.01123926	-147.0018292	1.279097591	7.670659801	-6.391562582	1.929367568	5.689595704
Ocimum gratissimum	nat	1	0	5678.73911	0.972	0.803867371	226.555812	26.486953	9.209738286	22.50300203	24.68804695	19.90929785	1256.862816	255.3862816	15.64620939	82.09551715	628.7761733	66.92057762	357.1407942	196.2635379	10.90211454	65.72805128	195.9572343	30.74580728	13.52894547	17.21686177	23.50524033	20.86424091	243	310774.5956	9.551445651	14.51905618	0.448752949	3.238225978	2.569847769	3.911754751	-418.2663233	-80.89505298	-3.786560343	-1.653411905	-183.425295	-22.35917404	-211.7197421	-24.32494153	-0.7687812	4.271948822	-52.97565621	2.448929406	5.135089703	-2.686160086	2.244759566	4.713829073
Oeceoclades maculata	nat	1	0	6804.974365	0.039834615	0.283	259.0491953	42.358034	8.950685116	23.75334988	25.12373352	21.84440002	1397	307.9	3.9	92.10415192	745.9	21.5	339.5	89.8	10.79150004	66.47795334	135.9256435	31.49239998	15.17919993	16.31320019	24.1185997	22.4925333	236	150529.1633	7.070160351	6.630230874	0.133439028	0.508131472	0.6540443	0.4089333	-484.7703722	-132.4333325	10.73703704	-21.07304077	-290.3444448	34.24074014	-162.7518529	125.0518512	-0.857425918	2.868713294	11.61509633	0.182414839	2.106725995	-1.924311235	0.401400248	1.674874136
Oldenlandia corymbosa	nat	1	0	75	0.39	0.077	228.4070966	24.687774	8.526589585	24.73258801	27.00743254	22.26865347	1257.68	266.6553846	11.91384615	88.38682691	665.5938462	52.93538462	296.36	244.1661538	10.93286101	64.45724494	194.0879095	33.43475695	15.69696862	17.73778834	24.98892338	23.44033346	219	236916.097	10.62216019	3.407679519	0.534736608	0.985059099	-0.07606007	1.917621117	-312.0721509	-63.91028493	-0.168747942	-4.628003062	-153.2997285	-4.621659312	-126.3403925	-77.16615194	-0.71913558	8.699617876	-79.76438027	-0.509266852	3.154011743	-3.663278437	0.983625497	2.112607584
Opuntia dillenii	nat	1	0	1060.29	21.92	1.039230485	242.9992951	11.82202	25.13881924	24.30272174	27.57416807	20.44198671	1040.408163	189.1020408	25.90816327	68.47232908	480.4897959	93.34693878	337.5	126.5204082	10.99843394	59.42208356	293.4462805	33.62724693	14.35777363	19.26947329	26.39093873	22.44560287	140	288838.3857	12.27747864	5.423095799	0.537735361	0.963945214	-0.812263216	2.805632513	-209.3843552	-23.29251846	-13.78911562	3.55386154	-57.08503365	-46.44217698	-166	14.0034029	-0.955576838	11.39934474	-145.9510418	-1.003437529	3.961274029	-4.964711335	-0.393319509	2.330587611
Opuntia ficus-indica	inv	1	1	1060.29	13.63	3.04	243.841159	11.822018	10.66859888	18.1693978	21.47971236	14.31718891	644.3289474	144.9561404	6.035087719	93.92962926	380.1929825	25.70175439	247.6096491	45.38596491	15.88741232	63.38463214	294.2686162	30.32055278	5.084657186	25.23589565	20.43740257	16.5653175	231	193136.9841	6.337891648	18.43872545	0.221669652	6.021510977	4.37180298	7.776750612	6.428632088	-11.07735409	2.752790967	-15.11750761	-38.61722673	9.964912512	-76.76116404	30.88676115	-5.511654841	4.857791174	-136.7292228	1.700659187	11.7214036	-10.02074404	4.30502161	6.461955508
Panicum repens	nat	1	0	675	0.75	0.548	254.9505285	5.988304	19.57835166	22.30836427	25.70288362	18.58380801	871.2898551	172.9782609	8.557971014	85.26888159	441.8695652	37.83333333	192.1449275	224.3188406	11.3246241	57.80408558	295.1548989	32.10787674	11.89567467	20.21220209	22.08276954	21.77331959	219	545609.8099	6.708252718	3.036355815	0.553214585	4.202747304	2.269338705	6.171747456	-209.7898551	-18.42270616	-5.169082059	7.975562939	-58.31400797	-21.38888884	-75.53381621	-140.2077291	0.197597946	15.31813605	-163.599343	2.619901699	7.037658723	-4.41775785	4.839452598	3.848902357
Parkinsonia aculeata	inv	1	1	675	109.858	5	231.7569418	17.037366	7.612074499	20.39910243	26.39774604	14.16678342	696.1474531	116.8114388	20.2922252	64.55580495	299.7399464	73.15638963	221.6353887	116.6577301	13.56858224	51.97733482	500.2082792	33.87224412	6.752356567	27.11988753	23.38065859	17.98098036	227	489920.4301	6.096959626	149.9183989	0.643533471	5.505272559	1.107878954	9.70717492	-27.8307882	34.33856174	-13.5422252	22.42356997	72.67046984	-45.25013968	-81.88747192	-32.48689679	-2.689207198	18.12454017	-350.0711959	0.085255863	11.65493511	-11.56967925	3.123299645	7.15985285
Petiveria alliacea	nat	1	0	7083.160566	13.54	1	246.6747822	142.881595	9.113346195	24.16791876	26.0925327	21.91982485	1597.737676	269.6778169	34.7693662	69.63497384	710.8309859	127.9137324	434.2869718	253.346831	10.87744431	69.26444618	172.6486547	32.08534817	15.85106375	16.23428444	25.19443595	22.96011838	293	275948.798	8.866426777	18.74662996	0.695287319	1.618313114	1.170510584	2.161334536	-717.5927461	-63.42419277	-26.95052552	23.49183806	-196.2295389	-96.8050367	-308.214508	-80.77436714	-0.470198046	1.53845272	-42.08053889	1.374796703	2.853284004	-1.478487382	0.666433666	2.651475817
Physalis angulata	inv	1	1	3628.889433	0.56	0.526217867	230.6056741	25.279264	7.813048483	24.00738656	25.74063527	22.1108153	1688.27896	253.9125296	47.8321513	60.83305389	690.9834515	169.4018913	420.9621749	362.7021277	10.48916855	71.55718672	149.9869992	31.55230391	16.26054751	15.2917564	24.88886738	22.95027802	244	724522.6967	11.5896682	35.40826042	0.527273148	1.877884804	1.579519743	1.986084003	-927.1355503	-75.54043591	-40.70424425	30.99872919	-250.3904297	-140.3476278	-301.0590742	-221.6013531	-0.153897264	-0.209124517	-16.70134056	1.924827868	2.665033902	-0.740205965	1.330124808	2.697784042
Physalis pruinosa	nat	1	0	2167.641004	0.855	0.6	228.7891311	35.133112	22.23786241	23.38031256	25.70378836	20.94092833	1077.824324	236.7567568	6.094594595	103.1979231	614.8108108	25.18918919	323.2162162	65.55405405	12.76294591	67.42841664	194.7690855	32.81856081	13.60000454	19.21855634	24.73854133	22.50075824	173	170159.0139	9.018885256	4.79491246	0.207859367	1.983020762	1.346211261	2.119071517	-493.7243274	-90.19008806	-1.261261174	-9.227923398	-269.0108184	-5.989189189	-203.6162174	-11.55405339	-2.232945891	0.828251452	-29.99908738	0.631439384	4.396662561	-3.765222866	1.65145882	1.835908444
Pithecellobium dulce	nat	1	0	2575.013273	65.671	20	227.844909	23.50361	11.49014005	24.27609029	26.78914161	21.48970672	1113.620743	219.5588235	16.66718266	86.84190133	569.3978328	64.89473684	334.5665635	159.3529412	12.80930898	67.95439063	218.3471313	33.81450126	14.25108297	19.5634183	25.66605279	23.42162136	62	299267.5881	12.34440121	14.7964633	0.524666187	2.033311542	1.016841221	3.123968568	-258.7233056	-25.83232774	-8.624447569	2.368355783	-81.20125345	-31.89473693	-228.4896401	-8.327299588	-2.565719236	3.262703205	-86.71037946	0.044473004	5.172848693	-5.128375581	0.523690842	2.975814387
Plantago major	nat	1	0	4852.23	0.22	0.167	228.2138834	102.320484	7.91736923	7.125305671	16.7429735	-2.265984699	755.4889457	96.62397604	35.91649784	32.33454163	265.2338589	121.1193517	216.5871576	169.8719281	8.457638406	29.76348377	776.3266868	22.92194037	-6.523006843	29.44494722	12.7228903	2.860602289	188	225524.2035	7.262174333	100.4923857	-0.140019926	16.78449817	8.696242333	24.13069063	79.47183746	56.10151341	-21.28904676	40.50271306	134.8445704	-66.51150871	2.667744867	-32.34251541	2.422753725	39.1188685	-627.6070789	9.040805075	22.70535975	-13.66455508	11.78887445	19.84527984
Plinia cauliflora	exo	0	0	324.53	3.992292574	4.268940471	238.9783689	45.056939	8.939291607	20.93161994	23.62976244	17.84163261	1516.935484	228.7204301	48.30107527	52.00936165	624.4677419	171.1397849	530.6129032	220.0107527	10.85667525	62.25664775	239.6970968	29.19939393	11.46779599	17.73159791	22.88338807	18.34838321	191	10549.95354	7.099084566	14.96437079	0.125688656	3.032016457	1.845994808	4.179579364	-708.9051882	-67.96285204	-38.02834791	22.97245542	-206.7101611	-132.7458457	-323.6735087	-34.40469439	-0.699099465	6.649411519	-95.90012745	2.300605725	5.274628106	-2.974022264	1.598430044	4.68798039
Prosopis juliflora	inv	1	1	29.84625	38.377	10.058	229.9422652	57.250983	8.107096771	24.26259212	26.58488467	21.70435427	1029.253472	204.1111111	12.5	84.71675477	515.7256944	52.10069444	286.7152778	154.28125	12.32380254	70.31332187	201.2122712	33.24683676	14.78258692	18.46424986	25.64168595	23.21035687	118	350929.5514	9.542233938	14.08013446	0.421959629	1.589788871	0.820935514	2.191413033	-403.988925	-52.71957591	-8.182539675	10.12134016	-147.8473867	-33.83614417	-160.4877639	-78.30770467	-1.589411005	-0.106443812	-56.61544575	0.52935389	3.666619413	-3.137265632	0.737150089	2.039378461
Prosopis pallida	inv	1	1	29.84625	45	24.331	229.3997165	57.250983	8.842901175	23.43849313	25.25960823	21.76100377	450.6666667	110.25	10.125	110.7190584	258.4583333	34.375	239.8333333	40.45833333	10.18873157	72.36867237	146.0657047	30.49688832	16.34585131	14.15103694	25.12832201	22.16106451	120	178587.3367	8.217690772	8.760793673	0.309794107	2.457441833	2.32169246	2.034118235	184.0406519	44.23780469	-5.271341516	-16.85564378	109.4034544	-13.07418701	-101.8495929	9.013211584	0.738097779	-3.195502049	8.800149181	3.602298647	1.950896593	1.65140217	1.57167806	2.677146833
Psidium guajava	nat	1	0	3048.58	10.326	9.134	239.7082181	42.881257	8.242965044	22.53184765	24.40611891	20.34654602	1541.21409	257.5205855	36.44373285	71.78353613	685.2186642	132.6559927	424.2406221	264.4492223	11.62358211	70.93239082	167.6176651	30.88636034	13.87688408	17.00947627	23.55267592	21.57572834	293	60916.68685	6.795700424	29.72353779	0.629505723	2.890837474	2.499436661	3.252065065	-748.7372372	-84.2566957	-27.46225139	14.08683447	-248.2186647	-97.4615483	-280.2915474	-118.5788526	-1.105526563	-0.056464857	-30.2130355	2.251139738	4.339782543	-2.088642865	2.087601887	3.461771776
Ricinus communis	inv	1	1	21322.7576	332.116	4.966	236.9860563	64.349192	8.382414582	19.87098092	21.30441013	18.65869236	1023.576923	205.1923077	12.38461538	81.88312677	518.2692308	53.11538462	228.1538462	235.1153846	14.08383329	75.73741003	108.3838466	29.1627691	10.53153856	18.63123035	19.68515385	19.21512813	293	143193.7024	7.460041742	45.31440436	0.034594673	5.640461745	5.742853516	4.972650941	-229.9450876	-25.27191018	-4.81745117	7.402942841	-67.49808755	-22.82682746	-101.4523532	-104.7074244	-3.819156656	-5.67173831	32.41714801	4.032255734	7.959008677	-3.926752816	6.100418343	6.054026036
Rivina humilis	nat	1	0	4885.023963	3.203	0.6	246.8594849	142.881594	8.384326651	22.07563514	26.20670224	17.46146537	1182.582176	197.3217593	31.46643519	62.58274498	512.8148148	113.9108796	354.6232639	175.1927083	12.05777392	58.33015932	358.2648807	32.75834102	10.6438482	22.11449283	24.78797616	19.17300098	422	278725.034	7.97565762	41.29192334	0.528035919	3.006556695	0.4490055	5.582370392	-426.9885672	-44.73271785	-20.11027074	12.6300404	-126.1253184	-69.21224969	-208.2442685	-30.68129361	-2.042705444	11.14198675	-207.4680763	-0.182541885	7.480809405	-7.663351305	0.744443937	5.595492044
